GameID;Name;Round;Class;Description;Difficulty;CreatedAt;UpdatedAt;StartedAt;ClosedAt;PlayerID;Robot
1;nome;1;Range;;1;15:01:2024-08:29:06;15:01:2024-08:58:02;15:01:2024-08:31:45;;1;randoop
